"filename", "language", "YAML", "C#", "XML", "JSON", "ASP.NET Razor", "CSS", "Docker", "Properties", "Markdown", "SCSS", "JavaScript", "Shell Script", "Batch", "Less", "comment", "blank", "total"
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Basket\Basket.API\bin\Debug\net8.0\appsettings.json", "JSON", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Basket\Basket.API\obj\Basket.API.csproj.nuget.dgspec.json", "JSON", 0, 0, 0, 271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 271
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Basket\Basket.API\obj\Basket.API.csproj.nuget.g.props", "XML", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Basket\Basket.API\obj\Basket.API.csproj.nuget.g.targets", "XML", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Basket\Basket.API\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Basket\Basket.API\obj\Debug\net8.0\Basket.API.AssemblyInfo.cs", "C#", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 24
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Basket\Basket.API\obj\Debug\net8.0\Basket.API.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 1, 28
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Basket\Basket.API\obj\Debug\net8.0\Basket.API.GlobalUsings.g.cs", "C#", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 18
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Basket\Basket.API\obj\Debug\net8.0\Basket.API.MvcApplicationPartsAssemblyInfo.cs", "C#", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 18
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Basket\Basket.API\obj\Debug\net8.0\Basket.API.sourcelink.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Basket\Basket.API\obj\Debug\net8.0\Coupon.cs", "C#", 0, 1861, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 185, 2124
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Basket\Basket.API\obj\Debug\net8.0\CouponGrpc.cs", "C#", 0, 248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 17, 310
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Basket\Basket.API\obj\Debug\net8.0\staticwebassets.build.json", "JSON", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Basket\Basket.API\obj\Debug\net8.0\staticwebassets\msbuild.build.Basket.API.props", "XML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Basket\Basket.API\obj\Debug\net8.0\staticwebassets\msbuild.buildMultiTargeting.Basket.API.props", "XML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Basket\Basket.API\obj\Debug\net8.0\staticwebassets\msbuild.buildTransitive.Basket.API.props", "XML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Basket\Basket.API\obj\project.assets.json", "JSON", 0, 0, 0, 5317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5317
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Basket\Basket.API\obj\project.packagespec.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\Catalog.API.csproj", "XML", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\Data\CatalogInitialData.cs", "C#", 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 201
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 1, 4, 26
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\Dtos\ProductDto.cs", "C#", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\Exceptions\ProductNotFoundException.cs", "C#", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\GlobalUsing.cs", "C#", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\Models\Category.cs", "C#", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\Models\Product.cs", "C#", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\Models\ProductImage.cs", "C#", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\Products\CreateProduct\CreateProductEndpoint.cs", "C#", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 34
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\Products\CreateProduct\CreateProductHandler.cs", "C#", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 49
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\Products\DeleteProduct\DeleteProductEndpoint.cs", "C#", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\Products\DeleteProduct\DeleteProductHandler.cs", "C#", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 25
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\Products\GetProductById\GetProductByIdEndpoint.cs", "C#", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\Products\GetProductById\GetProductByIdHandler.cs", "C#", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 33
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\Products\GetProducts\GetProductsEndpoint.cs", "C#", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\Products\GetProducts\GetProductsHandler.cs", "C#", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 85
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\Products\UpdateProduct\UpdateProductEndpoint.cs", "C#", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 36
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\Products\UpdateProduct\UpdateProductHandler.cs", "C#", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 70
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\Program.cs", "C#", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 46
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\Properties\launchSettings.json", "JSON", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 50
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\appsettings.Development.json", "JSON", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\appsettings.json", "JSON", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\bin\Debug\net8.0\Catalog.API.deps.json", "JSON", 0, 0, 0, 1544, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1544
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\bin\Debug\net8.0\Catalog.API.runtimeconfig.json", "JSON", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\bin\Debug\net8.0\appsettings.Development.json", "JSON", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\bin\Debug\net8.0\appsettings.json", "JSON", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\obj\Catalog.API.csproj.nuget.dgspec.json", "JSON", 0, 0, 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 185
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\obj\Catalog.API.csproj.nuget.g.props", "XML", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\obj\Catalog.API.csproj.nuget.g.targets", "XML", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\obj\Debug\net8.0\Catalog.API.AssemblyInfo.cs", "C#", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 24
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\obj\Debug\net8.0\Catalog.API.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 1, 28
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\obj\Debug\net8.0\Catalog.API.GlobalUsings.g.cs", "C#", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 18
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\obj\Debug\net8.0\Catalog.API.MvcApplicationPartsAssemblyInfo.cs", "C#", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 18
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\obj\Debug\net8.0\Catalog.API.sourcelink.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\obj\Debug\net8.0\staticwebassets.build.json", "JSON", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\obj\Debug\net8.0\staticwebassets\msbuild.build.Catalog.API.props", "XML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\obj\Debug\net8.0\staticwebassets\msbuild.buildMultiTargeting.Catalog.API.props", "XML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\obj\Debug\net8.0\staticwebassets\msbuild.buildTransitive.Catalog.API.props", "XML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\obj\project.assets.json", "JSON", 0, 0, 0, 4447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4447
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Catalog\Catalog.API\obj\project.packagespec.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Config.cs", "C#", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 69
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Data\ApplicationDbContext.cs", "C#", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 21
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Data\Migrations\20240123193529_Users.Designer.cs", "C#", 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 67, 269
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Data\Migrations\20240123193529_Users.cs", "C#", 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23, 223
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Data\Migrations\ApplicationDbContextModelSnapshot.cs", "C#", 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 67, 266
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 1, 4, 25
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\HostingExtensions.cs", "C#", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 64
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Identity.API.csproj", "XML", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Models\ApplicationUser.cs", "C#", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 12
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Account\AccessDenied.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Account\AccessDenied.cshtml.cs", "C#", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 13
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Account\Login\Index.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 89
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Account\Login\Index.cshtml.cs", "C#", 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 34, 200
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Account\Login\InputModel.cs", "C#", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 17
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Account\Login\LoginOptions.cs", "C#", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 12
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Account\Login\ViewModel.cs", "C#", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 32
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Account\Logout\Index.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Account\Logout\Index.cshtml.cs", "C#", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 17, 99
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Account\Logout\LoggedOut.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Account\Logout\LoggedOut.cshtml.cs", "C#", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 36
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Account\Logout\LoggedOutViewModel.cs", "C#", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 15
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Account\Logout\LogoutOptions.cs", "C#", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 11
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Account\Register\Index.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 61
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Account\Register\Index.cshtml.cs", "C#", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 56
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Account\Register\RegisterViewModel.cs", "C#", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Ciba\All.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 48
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Ciba\All.cshtml.cs", "C#", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 28
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Ciba\Consent.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 100
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Ciba\Consent.cshtml.cs", "C#", 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 31, 225
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Ciba\ConsentOptions.cs", "C#", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 16
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Ciba\Index.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 32
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Ciba\Index.cshtml.cs", "C#", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 41
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Ciba\InputModel.cs", "C#", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 12
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Ciba\ViewModel.cs", "C#", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 34
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Ciba\_ScopeListItem.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 48
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Consent\ConsentOptions.cs", "C#", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 16
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Consent\Index.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 109
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Consent\Index.cshtml.cs", "C#", 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 33, 232
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Consent\InputModel.cs", "C#", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 13
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Consent\ViewModel.cs", "C#", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 33
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Consent\_ScopeListItem.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 48
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Device\DeviceOptions.cs", "C#", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 17
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Device\Index.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 143
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Device\Index.cshtml.cs", "C#", 0, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 30, 222
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Device\InputModel.cs", "C#", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 14
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Device\Success.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Device\Success.cshtml.cs", "C#", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 16
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Device\ViewModel.cs", "C#", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 25
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Device\_ScopeListItem.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"d:\FULearning\fall24\2_PRN231\2_PRN231\eShoep\src\Services\Identity\Identity.API\Pages\Diagnostics\Index.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 67
